Algorithm,Log Source,Log,Min Adaptive Window,Max Adaptive Window,Detected Changepoints,Actual Changepoints for Log,F1-Score,Average Lag,Duration,P-Value,MRID,Epsilon,Window Size,SW Step Size
Process Graph Metrics,Ostovar,Nested_ORI_output_ORI_5,100.0,700.0,"[987, 2112]","[999, 1999]",1.0,62.5,00:00:33,,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise0_1000_re,400.0,700.0,[399],[499],1.0,100.0,00:00:08,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise0_1000_re,400.0,700.0,[],[499],,,00:00:05,0.4,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_IRO,200.0,700.0,[551],[499],1.0,52.0,00:00:03,,,,,
Bose J,Ostovar,Atomic_ParallelMove_output_ParallelMove_5,,,"[772, 1056, 1980, 2326]","[999, 1999]",0.6666666666666666,38.0,00:26:22,,,,300.0,2.0
Bose WC,Ostovar,Atomic_ParallelMove_output_ParallelMove_5,,,[],"[999, 1999]",,,00:30:16,,,,300.0,2.0
Martjushev ADWIN J,Ostovar,Atomic_ConditionalRemoval_output_ConditionalRemoval_2,300.0,700.0,[],"[999, 1999]",,,00:06:28,0.4,,,,
Martjushev ADWIN WC,Ostovar,Atomic_ConditionalRemoval_output_ConditionalRemoval_2,300.0,700.0,[],"[999, 1999]",,,00:03:56,0.4,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise0_1000_re,100.0,500.0,[449],[499],1.0,50.0,00:00:07,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise0_1000_re,100.0,500.0,[],[499],,,00:00:03,0.4,,,,
Process Graph Metrics,Ostovar,Nested_IRO_output_IRO,100.0,600.0,"[957, 1969]","[999, 1999]",1.0,36.0,00:00:25,,,,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_OIR,,,[],[499],,,00:00:00,,800.0,80.0,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_OIR,,,[],[499],,,00:00:00,,800.0,160.0,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_OIR,,,[],[499],,,00:00:00,,800.0,240.0,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_OIR,,,[],[499],,,00:00:00,,800.0,320.0,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_OIR,,,[],[499],,,00:00:00,,800.0,400.0,,
Earth Mover's Distance,Ceravolo,sudden_trace_noise10_1000_ROI,,,[446],[499],1.0,53.0,00:00:01,,,,300.0,2.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise20_1000_cd,100.0,600.0,[],[499],,,00:00:09,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise20_1000_cd,100.0,600.0,[],[499],,,00:00:05,0.4,,,,
Process Graph Metrics,Ostovar,Composite_IRO_output_IRO,200.0,500.0,"[991, 2007]","[999, 1999]",1.0,8.0,00:00:23,,,,,
Process Graph Metrics,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence_2,300.0,500.0,[1014],"[999, 1999]",0.6666666666666666,15.0,00:00:22,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_cd,400.0,500.0,[],[499],,,00:00:00,,,,,
Process Graph Metrics,Ostovar,Composite_IOR_output_IOR_2,400.0,600.0,"[1060, 2128]","[999, 1999]",1.0,95.0,00:01:06,,,,,
Process Graph Metrics,Ostovar,Atomic_ConditionalMove_output_ConditionalMove,400.0,700.0,"[1159, 2197]","[999, 1999]",1.0,179.0,00:00:49,,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise0_1000_RIO,300.0,600.0,[499],[499],1.0,0.0,00:00:07,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise0_1000_RIO,300.0,600.0,[],[499],,,00:00:03,0.4,,,,
Process Graph Metrics,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval,300.0,700.0,[1075],"[999, 1999]",0.6666666666666666,76.0,00:00:06,,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise20_1000_rp,200.0,400.0,[],[499],,,00:00:07,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise20_1000_rp,200.0,400.0,[],[499],,,00:00:03,0.4,,,,
Martjushev ADWIN J,Ostovar,Atomic_ParallelToSequence_output_ParallelToSequence,100.0,500.0,[],"[999, 1999]",,,00:07:47,0.4,,,,
Martjushev ADWIN WC,Ostovar,Atomic_ParallelToSequence_output_ParallelToSequence,100.0,500.0,[],"[999, 1999]",,,00:04:23,0.4,,,,
Martjushev ADWIN J,Ostovar,Composite_OIR_output_OIR,200.0,700.0,"[961, 1975]","[999, 1999]",1.0,31.0,00:06:38,0.4,,,,
Martjushev ADWIN WC,Ostovar,Composite_OIR_output_OIR,200.0,700.0,[],"[999, 1999]",,,00:03:49,0.4,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise20_1000_re,200.0,700.0,[349],[499],1.0,150.0,00:00:06,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise20_1000_re,200.0,700.0,[],[499],,,00:00:03,0.4,,,,
Martjushev ADWIN J,Ostovar,Nested_IOR_output_IOR_2,300.0,600.0,"[919, 1960]","[999, 1999]",1.0,59.5,00:12:46,0.4,,,,
Martjushev ADWIN WC,Ostovar,Nested_IOR_output_IOR_2,300.0,600.0,[],"[999, 1999]",,,00:06:42,0.4,,,,
Process Graph Metrics,Ostovar,Nested_RIO_output_RIO,200.0,400.0,[1045],"[999, 1999]",0.6666666666666666,46.0,00:01:41,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_pl,400.0,600.0,[],[499],,,00:00:00,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_cp,400.0,500.0,[],[499],,,00:00:33,,,,,
Martjushev ADWIN J,Ostovar,Composite_IRO_output_IRO_2,200.0,400.0,"[924, 1950]","[999, 1999]",1.0,62.0,00:08:16,0.4,,,,
Martjushev ADWIN WC,Ostovar,Composite_IRO_output_IRO_2,200.0,400.0,[],"[999, 1999]",,,00:04:51,0.4,,,,
Process Graph Metrics,Ostovar,Composite_IOR_output_IOR,400.0,600.0,"[1089, 2159]","[999, 1999]",1.0,125.0,00:01:22,,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise5_1000_cp,300.0,500.0,[449],[499],1.0,50.0,00:00:05,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise5_1000_cp,300.0,500.0,[],[499],,,00:00:03,0.4,,,,
Process Graph Metrics,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval_2,300.0,600.0,"[1140, 2130]","[999, 1999]",1.0,136.0,00:00:08,,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise10_1000_cb,200.0,600.0,[419],[499],1.0,80.0,00:00:07,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise10_1000_cb,200.0,600.0,[],[499],,,00:00:04,0.4,,,,
Martjushev ADWIN J,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval_2,400.0,700.0,[1899],"[999, 1999]",0.6666666666666666,100.0,00:08:09,0.4,,,,
Martjushev ADWIN WC,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval_2,400.0,700.0,[],"[999, 1999]",,,00:05:37,0.4,,,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise5_1000_RIO,,,[447.0],[499],1.0,52.0,00:00:00,,400.0,40.0,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise5_1000_RIO,,,[447.0],[499],1.0,52.0,00:00:00,,400.0,80.0,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise5_1000_RIO,,,[447.0],[499],1.0,52.0,00:00:00,,400.0,120.0,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise5_1000_RIO,,,[447.0],[499],1.0,52.0,00:00:00,,400.0,160.0,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise5_1000_RIO,,,[447.0],[499],1.0,52.0,00:00:00,,400.0,200.0,,
Maaradji Runs,Ostovar,Composite_ORI_output_ORI,,,[],"[999, 1999]",,,00:20:16,,,,200.0,
Bose J,Ceravolo,sudden_trace_noise5_1000_ROI,,,[454],[499],1.0,45.0,00:00:22,,,,300.0,2.0
Bose WC,Ceravolo,sudden_trace_noise5_1000_ROI,,,[],[499],,,00:00:22,,,,300.0,2.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise0_1000_ROI,400.0,500.0,[399],[499],1.0,100.0,00:00:08,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise0_1000_ROI,400.0,500.0,[],[499],,,00:00:05,0.4,,,,
Process Graph Metrics,Ostovar,Nested_OIR_output_OIR,400.0,700.0,[2172],"[999, 1999]",0.6666666666666666,173.0,00:00:34,,,,,
Process Graph Metrics,Ostovar,Composite_ROI_output_ROI_2,100.0,400.0,"[1014, 2164]","[999, 1999]",1.0,90.0,00:00:35,,,,,
Process Graph Metrics,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence,200.0,700.0,"[1030, 2128]","[999, 1999]",1.0,80.0,00:00:31,,,,,
Martjushev ADWIN J,Ostovar,Atomic_ParallelToSequence_output_ParallelToSequence_2,100.0,700.0,[],"[999, 1999]",,,00:08:25,0.4,,,,
Martjushev ADWIN WC,Ostovar,Atomic_ParallelToSequence_output_ParallelToSequence_2,100.0,700.0,[],"[999, 1999]",,,00:04:29,0.4,,,,
Process Graph Metrics,Ostovar,Atomic_SerialRemoval_output_SerialRemoval_2,400.0,500.0,[1005],"[999, 1999]",0.6666666666666666,6.0,00:00:27,,,,,
Martjushev ADWIN J,Ostovar,Nested_ORI_output_ORI_2,400.0,500.0,"[904, 1930]","[999, 1999]",1.0,82.0,00:09:29,0.4,,,,
Martjushev ADWIN WC,Ostovar,Nested_ORI_output_ORI_2,400.0,500.0,[],"[999, 1999]",,,00:06:57,0.4,,,,
Martjushev ADWIN J,Ostovar,Composite_IRO_output_IRO_2,100.0,400.0,"[959, 1920]","[999, 1999]",1.0,59.5,00:10:03,0.4,,,,
Martjushev ADWIN WC,Ostovar,Composite_IRO_output_IRO_2,100.0,400.0,[],"[999, 1999]",,,00:05:22,0.4,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_OIR,400.0,500.0,[600],[499],1.0,101.0,00:00:00,,,,,
Bose J,Ostovar,Composite_ROI_output_ROI_5,,,"[870, 1982]","[999, 1999]",1.0,73.0,00:28:44,,,,400.0,2.0
Bose WC,Ostovar,Composite_ROI_output_ROI_5,,,"[870, 1832]","[999, 1999]",1.0,148.0,00:31:31,,,,400.0,2.0
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_RIO,100.0,700.0,[648],[499],1.0,149.0,00:00:00,,,,,
Martjushev ADWIN J,Ostovar,Composite_IRO_output_IRO,400.0,700.0,"[941, 1946]","[999, 1999]",1.0,55.5,00:07:11,0.4,,,,
Martjushev ADWIN WC,Ostovar,Composite_IRO_output_IRO,400.0,700.0,[],"[999, 1999]",,,00:04:57,0.4,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise10_1000_cp,200.0,500.0,[449],[499],1.0,50.0,00:00:08,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise10_1000_cp,200.0,500.0,[],[499],,,00:00:04,0.4,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_lp,100.0,700.0,[476],[499],1.0,23.0,00:00:02,,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise15_1000_cd,200.0,600.0,[],[499],,,00:00:05,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise15_1000_cd,200.0,600.0,[],[499],,,00:00:04,0.4,,,,
Process Graph Metrics,Ostovar,Composite_ROI_output_ROI_5,400.0,500.0,"[929, 2069]","[999, 1999]",1.0,70.0,00:00:26,,,,,
Martjushev ADWIN J,Ostovar,Atomic_SerialRemoval_output_SerialRemoval_5,100.0,400.0,[],"[999, 1999]",,,00:07:04,0.4,,,,
Martjushev ADWIN WC,Ostovar,Atomic_SerialRemoval_output_SerialRemoval_5,100.0,400.0,[],"[999, 1999]",,,00:04:23,0.4,,,,
Martjushev ADWIN J,Ostovar,Composite_IRO_output_IRO_5,200.0,700.0,"[944, 1955]","[999, 1999]",1.0,49.5,00:09:16,0.4,,,,
Martjushev ADWIN WC,Ostovar,Composite_IRO_output_IRO_5,200.0,700.0,[],"[999, 1999]",,,00:05:28,0.4,,,,
Earth Mover's Distance,Ostovar,Atomic_Frequency_output_Frequency_2,,,"[942, 1954]","[999, 1999]",1.0,51.0,00:28:36,,,,600.0,2.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise0_1000_sw,200.0,400.0,[],[499],,,00:00:07,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise0_1000_sw,200.0,400.0,[],[499],,,00:00:04,0.4,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise20_1000_cb,100.0,700.0,[449],[499],1.0,50.0,00:00:06,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise20_1000_cb,100.0,700.0,[],[499],,,00:00:03,0.4,,,,
Process Graph Metrics,Ostovar,Nested_OIR_output_OIR,200.0,700.0,[2172],"[999, 1999]",0.6666666666666666,173.0,00:00:35,,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise0_1000_lp,200.0,500.0,[339],[499],1.0,160.0,00:00:09,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise0_1000_lp,200.0,500.0,[],[499],,,00:00:04,0.4,,,,
Process Graph Metrics,Ostovar,Nested_ROI_output_ROI_5,300.0,600.0,[1013],"[999, 1999]",0.6666666666666666,14.0,00:01:36,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_re,100.0,500.0,[538],[499],1.0,39.0,00:00:04,,,,,
Process Graph Metrics,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval_2,100.0,400.0,[1016],"[999, 1999]",0.6666666666666666,17.0,00:00:16,,,,,
Process Graph Metrics,Ostovar,Atomic_Loop_output_Loop,100.0,500.0,"[994, 2139]","[999, 1999]",1.0,72.5,00:00:15,,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise0_1000_ROI,300.0,700.0,[349],[499],1.0,150.0,00:00:08,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise0_1000_ROI,300.0,700.0,[],[499],,,00:00:03,0.4,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_IOR,400.0,400.0,[],[499],,,00:00:00,,,,,
Process Graph Metrics,Ostovar,Atomic_SerialRemoval_output_SerialRemoval,300.0,600.0,"[997, 2137]","[999, 1999]",1.0,70.0,00:00:08,,,,,
Process Graph Metrics,Ostovar,Nested_IOR_output_IOR_2,200.0,500.0,"[970, 1733, 1983]","[999, 1999]",0.8,22.5,00:00:34,,,,,
Earth Mover's Distance,Ceravolo,sudden_trace_noise20_1000_lp,,,[454],[499],1.0,45.0,00:00:05,,,,200.0,2.0
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_sw,400.0,600.0,[],[499],,,00:00:00,,,,,
Process Graph Metrics,Ostovar,Nested_ORI_output_ORI_2,300.0,400.0,"[982, 2130]","[999, 1999]",1.0,74.0,00:00:18,,,,,
Process Graph Metrics,Ostovar,Atomic_ParallelMove_output_ParallelMove_5,300.0,600.0,[],"[999, 1999]",,,00:00:18,,,,,
Process Graph Metrics,Ostovar,Composite_ORI_output_ORI_5,200.0,400.0,"[963, 1974, 3068]","[999, 1999]",0.8,30.5,00:01:37,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_cf,200.0,500.0,[],[499],,,00:00:31,,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise10_1000_rp,400.0,500.0,[],[499],,,00:00:08,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise10_1000_rp,400.0,500.0,[],[499],,,00:00:04,0.4,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_cf,300.0,400.0,[749],[499],,,00:00:10,,,,,
Process Graph Metrics,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval,400.0,700.0,[1075],"[999, 1999]",0.6666666666666666,76.0,00:00:08,,,,,
Maaradji Runs,Ceravolo,sudden_trace_noise15_1000_OIR,,,[418],[499],1.0,81.0,00:00:36,,,,200.0,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise0_1000_cd,300.0,400.0,[],[499],,,00:00:08,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise0_1000_cd,300.0,400.0,[],[499],,,00:00:04,0.4,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_ROI,100.0,600.0,[487],[499],1.0,12.0,00:00:03,,,,,
Process Graph Metrics,Ostovar,Atomic_ParallelToSequence_output_ParallelToSequence_2,100.0,500.0,[],"[999, 1999]",,,00:02:14,,,,,
Process Graph Metrics,Ostovar,Nested_RIO_output_RIO,400.0,400.0,[1045],"[999, 1999]",0.6666666666666666,46.0,00:01:39,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_OIR,200.0,600.0,[506],[499],1.0,7.0,00:00:03,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_OIR,200.0,500.0,[503],[499],1.0,4.0,00:00:02,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_rp,300.0,600.0,[574],[499],1.0,75.0,00:00:02,,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise10_1000_cp,300.0,700.0,[449],[499],1.0,50.0,00:00:07,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise10_1000_cp,300.0,700.0,[],[499],,,00:00:03,0.4,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise15_1000_RIO,200.0,700.0,[],[499],,,00:00:10,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise15_1000_RIO,200.0,700.0,[],[499],,,00:00:04,0.4,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_pl,200.0,400.0,[],[499],,,00:00:00,,,,,
Earth Mover's Distance,Ostovar,Nested_IRO_output_IRO_5,,,"[926, 1918]","[999, 1999]",1.0,77.0,01:34:43,,,,600.0,2.0
Earth Mover's Distance,Ostovar,Atomic_ParallelToSequence_output_ParallelToSequence,,,"[942, 1948]","[999, 1999]",1.0,54.0,00:29:19,,,,300.0,2.0
Process Graph Metrics,Ostovar,Nested_IOR_output_IOR,400.0,500.0,"[959, 1499, 2039]","[999, 1999]",0.8,40.0,00:00:11,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_re,100.0,600.0,[540],[499],1.0,41.0,00:00:05,,,,,
Process Graph Metrics,Ostovar,Nested_IRO_output_IRO_2,400.0,400.0,"[955, 1899]","[999, 1999]",1.0,72.0,00:00:15,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_sw,400.0,700.0,[],[499],,,00:00:00,,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise15_1000_pl,400.0,500.0,[],[499],,,00:00:06,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise15_1000_pl,400.0,500.0,[],[499],,,00:00:03,0.4,,,,
Maaradji Runs,Ceravolo,sudden_trace_noise20_1000_RIO,,,[],[499],,,00:00:11,,,,50.0,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_cp,100.0,500.0,[],[499],,,00:00:27,,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise15_1000_pl,300.0,600.0,[],[499],,,00:00:06,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise15_1000_pl,300.0,600.0,[],[499],,,00:00:03,0.4,,,,
Process Graph Metrics,Ostovar,Nested_OIR_output_OIR_5,200.0,400.0,[1063],"[999, 1999]",0.6666666666666666,64.0,00:00:47,,,,,
Bose J,Ceravolo,sudden_trace_noise10_1000_IRO,,,[],[499],,,00:00:20,,,,400.0,2.0
Bose WC,Ceravolo,sudden_trace_noise10_1000_IRO,,,[],[499],,,00:00:16,,,,400.0,2.0
Process Graph Metrics,Ostovar,Composite_OIR_output_OIR,200.0,600.0,[1025],"[999, 1999]",0.6666666666666666,26.0,00:00:38,,,,,
Process Graph Metrics,Ostovar,Atomic_ConditionalRemoval_output_ConditionalRemoval_2,100.0,700.0,"[1030, 2032]","[999, 1999]",1.0,32.0,00:00:15,,,,,
Maaradji Runs,Ostovar,Nested_OIR_output_OIR,,,[],"[999, 1999]",,,00:10:22,,,,250.0,
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_cp,400.0,500.0,[],[499],,,00:00:30,,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise10_1000_re,400.0,700.0,[399],[499],1.0,100.0,00:00:06,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise10_1000_re,400.0,700.0,[],[499],,,00:00:03,0.4,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise5_1000_re,200.0,400.0,[449],[499],1.0,50.0,00:00:07,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise5_1000_re,200.0,400.0,[],[499],,,00:00:03,0.4,,,,
Zheng DBSCAN,Ostovar,Nested_ORI_output_ORI_2,,,[1499.3955757970073],"[999, 1999]",,,00:00:08,,300.0,30.0,,
Zheng DBSCAN,Ostovar,Nested_ORI_output_ORI_2,,,[1499.3955757970073],"[999, 1999]",,,00:00:08,,300.0,60.0,,
Zheng DBSCAN,Ostovar,Nested_ORI_output_ORI_2,,,[1499.3955757970073],"[999, 1999]",,,00:00:08,,300.0,90.0,,
Zheng DBSCAN,Ostovar,Nested_ORI_output_ORI_2,,,[1499.3955757970073],"[999, 1999]",,,00:00:08,,300.0,120.0,,
Zheng DBSCAN,Ostovar,Nested_ORI_output_ORI_2,,,[1499.3955757970073],"[999, 1999]",,,00:00:08,,300.0,150.0,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise0_1000_pm,100.0,400.0,[399],[499],1.0,100.0,00:00:08,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise0_1000_pm,100.0,400.0,[],[499],,,00:00:04,0.4,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_rp,400.0,700.0,[600],[499],1.0,101.0,00:00:00,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_cb,200.0,400.0,[529],[499],1.0,30.0,00:00:01,,,,,
Process Graph Metrics,Ostovar,Nested_OIR_output_OIR_5,300.0,400.0,[1059],"[999, 1999]",0.6666666666666666,60.0,00:01:54,,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise20_1000_rp,300.0,700.0,[],[499],,,00:00:09,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise20_1000_rp,300.0,700.0,[],[499],,,00:00:05,0.4,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise0_1000_pm,400.0,500.0,[399],[499],1.0,100.0,00:00:05,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise0_1000_pm,400.0,500.0,[],[499],,,00:00:03,0.4,,,,
Process Graph Metrics,Ostovar,Atomic_ParallelMove_output_ParallelMove,400.0,500.0,[],"[999, 1999]",,,00:00:13,,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise5_1000_cf,100.0,400.0,[349],[499],1.0,150.0,00:00:06,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise5_1000_cf,100.0,400.0,[],[499],,,00:00:03,0.4,,,,
Process Graph Metrics,Ostovar,Composite_OIR_output_OIR,200.0,400.0,[1029],"[999, 1999]",0.6666666666666666,30.0,00:01:05,,,,,
Process Graph Metrics,Ostovar,Atomic_SerialRemoval_output_SerialRemoval_2,200.0,400.0,"[997, 2013]","[999, 1999]",1.0,8.0,00:00:44,,,,,
Zheng DBSCAN,Ostovar,Atomic_Swap_output_Swap_2,,,[1492.8926426426426],"[999, 1999]",,,00:00:10,,400.0,40.0,,
Zheng DBSCAN,Ostovar,Atomic_Swap_output_Swap_2,,,[1492.8926426426426],"[999, 1999]",,,00:00:10,,400.0,80.0,,
Zheng DBSCAN,Ostovar,Atomic_Swap_output_Swap_2,,,[1492.8926426426426],"[999, 1999]",,,00:00:10,,400.0,120.0,,
Zheng DBSCAN,Ostovar,Atomic_Swap_output_Swap_2,,,[1492.8926426426426],"[999, 1999]",,,00:00:10,,400.0,160.0,,
Zheng DBSCAN,Ostovar,Atomic_Swap_output_Swap_2,,,[1492.8926426426426],"[999, 1999]",,,00:00:10,,400.0,200.0,,
Process Graph Metrics,Ostovar,Atomic_SerialRemoval_output_SerialRemoval,300.0,500.0,"[1026, 2174]","[999, 1999]",1.0,101.0,00:00:16,,,,,
Bose J,Ceravolo,sudden_trace_noise20_1000_IOR,,,[],[499],,,00:00:14,,,,400.0,2.0
Bose WC,Ceravolo,sudden_trace_noise20_1000_IOR,,,[],[499],,,00:00:10,,,,400.0,2.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise5_1000_cd,300.0,400.0,[],[499],,,00:00:06,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise5_1000_cd,300.0,400.0,[],[499],,,00:00:03,0.4,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_RIO,300.0,500.0,[648],[499],1.0,149.0,00:00:00,,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise15_1000_cd,100.0,700.0,[],[499],,,00:00:08,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise15_1000_cd,100.0,700.0,[],[499],,,00:00:05,0.4,,,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_cp,,,[],[499],,,00:00:00,,700.0,70.0,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_cp,,,[],[499],,,00:00:00,,700.0,140.0,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_cp,,,[],[499],,,00:00:00,,700.0,210.0,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_cp,,,[],[499],,,00:00:00,,700.0,280.0,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_cp,,,[],[499],,,00:00:00,,700.0,350.0,,
Martjushev ADWIN J,Ostovar,Composite_ORI_output_ORI_2,300.0,400.0,[],"[999, 1999]",,,00:10:04,0.4,,,,
Martjushev ADWIN WC,Ostovar,Composite_ORI_output_ORI_2,300.0,400.0,[],"[999, 1999]",,,00:05:28,0.4,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise20_1000_cf,100.0,500.0,[319],[499],1.0,180.0,00:00:08,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise20_1000_cf,100.0,500.0,[],[499],,,00:00:04,0.4,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_IRO,200.0,400.0,[498],[499],1.0,1.0,00:00:03,,,,,
Process Graph Metrics,Ostovar,Composite_ORI_output_ORI,300.0,500.0,"[947, 1899]","[999, 1999]",1.0,76.0,00:00:21,,,,,
Martjushev ADWIN J,Ostovar,Nested_OIR_output_OIR,300.0,700.0,"[649, 1975]","[999, 1999]",0.5,24.0,00:06:59,0.4,,,,
Martjushev ADWIN WC,Ostovar,Nested_OIR_output_OIR,300.0,700.0,[],"[999, 1999]",,,00:03:47,0.4,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_RIO,100.0,500.0,[585],[499],1.0,86.0,00:00:03,,,,,
